episode,steps,total_reward,coins,crates,invalid,killed_self,killed_opponents,survived,epsilon,alpha,buffer
371,16,-14.79,0,4,6,1,0,0,0.824,0.017,4437
372,9,-13.865,0,0,6,1,0,0,0.824,0.017,4446
373,21,-15.938,0,3,10,1,0,0,0.823,0.017,4467
374,5,-15.917,0,3,2,1,0,0,0.823,0.017,4472
375,10,-15.297,0,3,6,1,0,0,0.822,0.017,4482
376,8,-12.666,0,3,5,1,0,0,0.822,0.017,4490
377,20,-15.175,0,3,10,1,0,0,0.821,0.017,4510
378,9,-14.9,0,2,4,1,0,0,0.821,0.017,4519
379,11,-14.489,0,2,6,1,0,0,0.82,0.017,4530
380,34,-14.124,0,5,13,1,0,0,0.82,0.017,4564
381,19,-14.805,0,2,4,1,0,0,0.82,0.017,4583
382,15,-14.353,0,3,5,1,0,0,0.819,0.017,4598
383,10,-15.155,0,4,4,1,0,0,0.819,0.0169,4608
384,8,-12.481,0,2,2,1,0,0,0.818,0.0169,4616
385,20,-13.733,0,6,12,1,0,0,0.818,0.0169,4636
386,12,-15.007,0,3,7,1,0,0,0.817,0.0169,4648
387,32,-16.628,0,7,13,1,0,0,0.817,0.0169,4680
388,10,-13.338,0,1,5,1,0,0,0.816,0.0169,4690
389,5,-13.815,0,4,2,1,0,0,0.816,0.0169,4695
390,54,-16.546,0,9,20,1,0,0,0.815,0.0169,4749
391,9,-15.369,0,4,2,1,0,0,0.815,0.0169,4758
392,14,-13.668,0,2,8,1,0,0,0.814,0.0169,4772
393,19,-12.721,0,3,5,1,0,0,0.814,0.0169,4791
394,9,-14.186,0,2,3,1,0,0,0.813,0.0169,4800
395,18,-14.908,0,4,6,1,0,0,0.813,0.0168,4818
396,11,-12.986,0,3,6,1,0,0,0.812,0.0168,4829
397,11,-13.19,0,2,4,1,0,0,0.812,0.0168,4840
398,19,-15.371,0,3,7,1,0,0,0.811,0.0168,4859
399,13,-14.134,0,3,3,1,0,0,0.811,0.0168,4872
400,14,-15.419,0,3,9,1,0,0,0.81,0.0168,4886
401,8,-14.986,0,1,6,1,0,0,0.81,0.0168,4894
402,5,-13.384,0,4,2,1,0,0,0.81,0.0168,4899
403,30,-13.249,0,4,11,1,0,0,0.809,0.0168,4929
404,9,-14.845,0,2,5,1,0,0,0.809,0.0168,4938
405,6,-14.98,0,3,3,1,0,0,0.808,0.0168,4944
406,6,-14.156,0,3,4,1,0,0,0.808,0.0168,4950
407,13,-14.965,0,3,6,1,0,0,0.807,0.0168,4963
408,5,-13.825,0,4,3,1,0,0,0.807,0.0167,4968
409,5,-14.811,0,4,2,1,0,0,0.806,0.0167,4973
410,11,-13.58,0,2,8,1,0,0,0.806,0.0167,4984
411,42,-15.557,0,5,15,1,0,0,0.805,0.0167,5026
412,8,-14.023,0,2,2,1,0,0,0.805,0.0167,5034
413,5,-13.419,0,2,2,1,0,0,0.804,0.0167,5039
414,10,-12.009,0,3,1,1,0,0,0.804,0.0167,5049
415,8,-15.198,0,2,4,1,0,0,0.803,0.0167,5057
416,13,-13.025,0,2,5,1,0,0,0.803,0.0167,5070
417,5,-14.019,0,4,4,1,0,0,0.802,0.0167,5075
418,11,-15.075,0,2,7,1,0,0,0.802,0.0167,5086
419,5,-14.939,0,4,3,1,0,0,0.801,0.0167,5091
420,9,-14.211,0,3,4,1,0,0,0.801,0.0166,5100
