episode,steps,total_reward,coins,crates,invalid,killed_self,killed_opponents,survived,epsilon,alpha,buffer
129,8,-13.753,0,3,3,1,0,0,0.917,0.0186,11000
130,44,-18.025,0,2,23,1,0,0,0.917,0.0186,11352
131,5,-14.465,0,3,2,1,0,0,0.916,0.0186,11392
132,7,-16.124,0,3,3,1,0,0,0.915,0.0186,11448
133,7,-13.672,0,3,3,1,0,0,0.915,0.0186,11504
134,6,-15.186,0,4,3,1,0,0,0.914,0.0186,11552
135,14,-14.317,0,3,8,1,0,0,0.913,0.0186,11664
136,11,-15.41,0,3,4,1,0,0,0.913,0.0186,11752
137,18,-14.303,0,4,7,1,0,0,0.912,0.0185,11896
138,6,-14.509,0,3,2,1,0,0,0.911,0.0185,11944
139,6,-14.506,0,3,2,1,0,0,0.911,0.0185,11992
140,33,-16.198,0,5,14,1,0,0,0.91,0.0185,12256
141,5,-14.452,0,3,3,1,0,0,0.909,0.0185,12296
142,18,-15.516,0,1,8,1,0,0,0.909,0.0185,12440
143,6,-13.788,0,3,3,1,0,0,0.908,0.0185,12488
144,16,-10.87,0,3,4,1,0,0,0.908,0.0185,12616
145,5,-15.317,0,2,2,1,0,0,0.907,0.0185,12656
146,11,-12.857,0,6,5,1,0,0,0.906,0.0185,12744
147,9,-13.189,0,2,3,1,0,0,0.906,0.0184,12816
148,8,-14.037,0,2,4,1,0,0,0.905,0.0184,12880
149,9,-13.233,0,2,5,1,0,0,0.904,0.0184,12952
150,5,-14.39,0,3,1,1,0,0,0.904,0.0184,12992
151,6,-13.765,0,2,3,1,0,0,0.903,0.0184,13040
152,15,-15.215,0,3,8,1,0,0,0.902,0.0184,13160
153,11,-14.923,0,2,4,1,0,0,0.902,0.0184,13248
154,39,-16.258,0,2,21,1,0,0,0.901,0.0184,13560
155,9,-13.075,0,3,4,1,0,0,0.9,0.0184,13632
156,15,-14.503,0,2,8,1,0,0,0.9,0.0183,13752
157,5,-15.244,0,3,2,1,0,0,0.899,0.0183,13792
158,9,-13.78,0,3,3,1,0,0,0.898,0.0183,13864
159,8,-13.195,0,1,3,1,0,0,0.898,0.0183,13928
160,6,-12.94,0,3,3,1,0,0,0.897,0.0183,13976
161,5,-14.472,0,3,2,1,0,0,0.897,0.0183,14016
162,10,-11.053,0,3,4,1,0,0,0.896,0.0183,14096
163,20,-12.648,0,5,3,1,0,0,0.895,0.0183,14256
164,8,-13.589,0,3,2,1,0,0,0.895,0.0183,14320
165,5,-14.35,0,4,3,1,0,0,0.894,0.0183,14360
166,7,-13.206,0,2,4,1,0,0,0.893,0.0182,14416
167,10,-14.328,0,3,8,1,0,0,0.893,0.0182,14496
168,14,-15.293,0,5,7,1,0,0,0.892,0.0182,14608
169,16,-10.161,0,3,4,1,0,0,0.891,0.0182,14736
170,8,-13.997,0,3,6,1,0,0,0.891,0.0182,14800
171,5,-15.152,0,4,3,1,0,0,0.89,0.0182,14840
172,17,-14.294,0,2,4,1,0,0,0.889,0.0182,14976
173,18,-14.959,0,5,11,1,0,0,0.889,0.0182,15120
174,16,-14.811,0,0,7,1,0,0,0.888,0.0182,15248
175,20,-15.887,0,2,12,1,0,0,0.887,0.0181,15408
176,6,-15.229,0,3,3,1,0,0,0.887,0.0181,15456
177,20,-14.571,0,2,8,1,0,0,0.886,0.0181,15616
178,12,-14.017,0,3,5,1,0,0,0.886,0.0181,15712
179,5,-14.29,0,4,1,1,0,0,0.885,0.0181,15752
180,16,-14.147,0,5,9,1,0,0,0.884,0.0181,15880
181,32,-15.541,0,3,15,1,0,0,0.884,0.0181,16136
182,9,-10.127,0,1,4,1,0,0,0.883,0.0181,16208
183,15,-13.546,0,3,6,1,0,0,0.882,0.0181,16328
184,6,-13.637,0,3,3,1,0,0,0.882,0.018,16376
185,10,-13.139,0,2,3,1,0,0,0.881,0.018,16456
186,14,-14.295,0,2,7,1,0,0,0.88,0.018,16568
187,5,-14.401,0,3,2,1,0,0,0.88,0.018,16608
188,5,-14.192,0,4,1,1,0,0,0.879,0.018,16648
189,16,-14.634,0,3,7,1,0,0,0.878,0.018,16776
190,23,-11.786,0,3,11,1,0,0,0.878,0.018,16960
191,6,-14.509,0,4,4,1,0,0,0.877,0.018,17008
192,5,-13.701,0,3,3,1,0,0,0.876,0.018,17048
193,17,-14.56,0,2,8,1,0,0,0.876,0.018,17184
194,12,-14.167,0,3,7,1,0,0,0.875,0.0179,17280
195,10,-10.709,0,2,2,1,0,0,0.875,0.0179,17360
196,14,-9.7,0,3,4,1,0,0,0.874,0.0179,17472
197,27,-14.149,0,3,11,1,0,0,0.873,0.0179,17688
198,14,-15.593,0,3,5,1,0,0,0.873,0.0179,17800
199,10,-13.834,0,3,4,1,0,0,0.872,0.0179,17880
200,6,-12.991,0,3,3,1,0,0,0.871,0.0179,17928
201,26,-14.793,0,2,8,1,0,0,0.871,0.0179,18136
202,13,-14.352,0,2,7,1,0,0,0.87,0.0179,18240
203,11,-14.8,0,3,4,1,0,0,0.869,0.0178,18328
204,12,-10.56,0,3,5,1,0,0,0.869,0.0178,18424
205,10,-14.565,0,4,4,1,0,0,0.868,0.0178,18504
206,20,-14.704,0,2,9,1,0,0,0.867,0.0178,18664
207,13,-15.642,0,4,7,1,0,0,0.867,0.0178,18768
208,12,-13.07,0,3,2,1,0,0,0.866,0.0178,18864
209,7,-14.746,0,1,3,1,0,0,0.865,0.0178,18920
210,6,-15.439,0,3,5,1,0,0,0.865,0.0178,18968
211,5,-14.311,0,3,0,1,0,0,0.864,0.0178,19008
212,6,-13.817,0,3,4,1,0,0,0.864,0.0177,19056
213,8,-13.09,0,3,4,1,0,0,0.863,0.0177,19120
214,6,-13.817,0,3,4,1,0,0,0.862,0.0177,19168
215,14,-13.891,0,0,6,1,0,0,0.862,0.0177,19280
216,5,-15.425,0,2,4,1,0,0,0.861,0.0177,19320
217,32,-14.821,0,3,9,1,0,0,0.86,0.0177,19576
218,7,-15.371,0,2,3,1,0,0,0.86,0.0177,19632
219,10,-14.614,0,4,4,1,0,0,0.859,0.0177,19712
220,5,-14.602,0,2,3,1,0,0,0.858,0.0177,19752
221,9,-13.074,0,3,4,1,0,0,0.858,0.0177,19824
222,6,-13.867,0,2,4,1,0,0,0.857,0.0176,19872
223,8,-14.157,0,1,4,1,0,0,0.856,0.0176,19936
224,5,-14.32,0,3,2,1,0,0,0.856,0.0176,19976
225,9,-12.88,0,4,4,1,0,0,0.855,0.0176,20048
226,18,-14.964,0,5,6,1,0,0,0.855,0.0176,20192
227,7,-9.932,0,3,0,1,0,0,0.854,0.0176,20248
228,20,-14.172,0,6,8,1,0,0,0.853,0.0176,20408
229,11,-13.954,0,3,4,1,0,0,0.853,0.0176,20496
230,25,-14.89,0,3,10,1,0,0,0.852,0.0176,20696
231,5,-15.974,0,4,3,1,0,0,0.851,0.0175,20736
232,18,-15.624,0,3,7,1,0,0,0.851,0.0175,20880
233,8,-14.714,0,3,5,1,0,0,0.85,0.0175,20944
234,12,-14.095,0,2,4,1,0,0,0.849,0.0175,21040
235,5,-13.875,0,2,3,1,0,0,0.849,0.0175,21080
236,28,-16.029,0,4,14,1,0,0,0.848,0.0175,21304
237,25,-17.101,0,4,13,1,0,0,0.847,0.0175,21504
238,21,-14.153,0,2,12,1,0,0,0.847,0.0175,21672
239,6,-14.585,0,3,3,1,0,0,0.846,0.0175,21720
240,16,-12.87,0,6,6,1,0,0,0.845,0.0175,21848
241,5,-15.201,0,3,3,1,0,0,0.845,0.0174,21888
242,16,-15.941,0,1,5,1,0,0,0.844,0.0174,22016
243,13,-13.515,0,3,7,1,0,0,0.844,0.0174,22120
244,7,-13.026,0,3,3,1,0,0,0.843,0.0174,22176
245,15,-13.744,0,2,9,1,0,0,0.842,0.0174,22296
246,16,-15.816,0,3,6,1,0,0,0.842,0.0174,22424
247,6,-13.939,0,3,5,1,0,0,0.841,0.0174,22472
248,24,-14.192,0,9,9,1,0,0,0.84,0.0174,22664
249,5,-15.021,0,4,2,1,0,0,0.84,0.0174,22704
250,12,-13.392,0,2,6,1,0,0,0.839,0.0173,22800
251,23,-13.075,1,3,8,1,0,0,0.838,0.0173,22984
252,11,-14.232,0,3,7,1,0,0,0.838,0.0173,23072
253,8,-12.992,0,3,4,1,0,0,0.837,0.0173,23136
254,9,-13.992,0,2,3,1,0,0,0.836,0.0173,23208
255,18,-14.468,0,2,6,1,0,0,0.836,0.0173,23352
256,5,-13.874,0,2,4,1,0,0,0.835,0.0173,23392
257,6,-14.702,0,1,2,1,0,0,0.834,0.0173,23440
258,16,-14.797,0,4,8,1,0,0,0.834,0.0173,23568
259,6,-15.236,0,4,3,1,0,0,0.833,0.0172,23616
260,12,-13.127,0,3,5,1,0,0,0.833,0.0172,23712
261,43,-14.529,0,6,15,1,0,0,0.832,0.0172,24056
262,15,-12.742,0,3,4,1,0,0,0.831,0.0172,24176
263,5,-14.475,0,2,1,1,0,0,0.831,0.0172,24216
264,18,-14.252,0,6,9,1,0,0,0.83,0.0172,24360
265,7,-12.897,0,3,2,1,0,0,0.829,0.0172,24416
266,12,-13.27,0,3,5,1,0,0,0.829,0.0172,24512
267,14,-15.853,0,4,9,1,0,0,0.828,0.0172,24624
268,11,-14.143,0,2,4,1,0,0,0.827,0.0172,24712
269,8,-14.527,0,4,3,1,0,0,0.827,0.0171,24776
270,8,-14.589,0,2,2,1,0,0,0.826,0.0171,24840
271,6,-15.235,0,4,3,1,0,0,0.825,0.0171,24888
272,18,-14.645,0,2,9,1,0,0,0.825,0.0171,25032
273,8,-13.272,0,2,5,1,0,0,0.824,0.0171,25096
274,27,-14.218,1,5,12,1,0,0,0.823,0.0171,25312
275,7,-13.745,0,2,2,1,0,0,0.823,0.0171,25368
276,5,-14.371,0,3,2,1,0,0,0.822,0.0171,25408
277,6,-14.506,0,3,2,1,0,0,0.822,0.0171,25456
278,5,-14.601,0,2,3,1,0,0,0.821,0.017,25496
279,37,-15.584,0,11,15,1,0,0,0.82,0.017,25792
280,28,-13.956,0,5,11,1,0,0,0.82,0.017,26016
281,34,-14.724,0,1,12,1,0,0,0.819,0.017,26288
282,24,-15.45,0,4,10,1,0,0,0.818,0.017,26480
283,36,-12.948,1,4,15,1,0,0,0.818,0.017,26768
284,14,-10.621,0,3,2,1,0,0,0.817,0.017,26880
285,10,-16.395,0,2,5,1,0,0,0.816,0.017,26960
286,5,-14.774,0,2,3,1,0,0,0.816,0.017,27000
287,12,-14.407,0,2,8,1,0,0,0.815,0.0169,27096
288,6,-14.585,0,3,3,1,0,0,0.814,0.0169,27144
289,8,-13.918,0,3,5,1,0,0,0.814,0.0169,27208
290,23,-14.061,0,3,10,1,0,0,0.813,0.0169,27392
291,23,-14.144,0,2,11,1,0,0,0.812,0.0169,27576
292,7,-15.3,0,3,4,1,0,0,0.812,0.0169,27632
293,8,-14.386,0,4,2,1,0,0,0.811,0.0169,27696
294,39,-15.161,1,9,13,1,0,0,0.811,0.0169,28008
295,5,-14.972,0,4,2,1,0,0,0.81,0.0169,28048
296,19,-14.053,0,2,11,1,0,0,0.809,0.0169,28200
297,17,-13.595,0,4,8,1,0,0,0.809,0.0168,28336
298,6,-14.516,0,3,4,1,0,0,0.808,0.0168,28384
299,25,-13.753,0,3,7,1,0,0,0.807,0.0168,28584
300,5,-14.625,0,3,4,1,0,0,0.807,0.0168,28624
301,12,-13.827,0,3,2,1,0,0,0.806,0.0168,28720
302,21,-14.652,0,3,9,1,0,0,0.805,0.0168,28888
303,20,-14.719,0,4,12,1,0,0,0.805,0.0168,29048
304,19,-13.008,0,7,8,1,0,0,0.804,0.0168,29200
305,12,-13.628,0,3,9,1,0,0,0.803,0.0168,29296
306,26,-15.327,0,2,14,1,0,0,0.803,0.0167,29504
307,15,-11.392,0,1,8,1,0,0,0.802,0.0167,29624
308,24,-13.58,0,6,10,1,0,0,0.801,0.0167,29816
309,5,-14.522,0,2,2,1,0,0,0.801,0.0167,29856
310,6,-14.535,0,3,3,1,0,0,0.8,0.0167,29904
311,9,-14.649,0,3,3,1,0,0,0.8,0.0167,29976
312,10,-13.196,0,1,2,1,0,0,0.799,0.0167,30056
313,17,-14.337,0,6,11,1,0,0,0.798,0.0167,30192
314,11,-13.255,0,2,4,1,0,0,0.798,0.0167,30280
315,39,-15.969,0,4,13,1,0,0,0.797,0.0167,30592
316,7,-13.775,0,2,3,1,0,0,0.796,0.0166,30648
317,6,-15.359,0,3,3,1,0,0,0.796,0.0166,30696
318,40,-12.231,1,6,15,1,0,0,0.795,0.0166,31016
319,5,-14.422,0,3,2,1,0,0,0.794,0.0166,31056
320,23,-13.855,0,8,8,1,0,0,0.794,0.0166,31240
321,6,-14.486,0,3,3,1,0,0,0.793,0.0166,31288
322,43,-15.356,1,2,21,1,0,0,0.792,0.0166,31632
323,6,-14.456,0,3,2,1,0,0,0.792,0.0166,31680
324,12,-14.206,0,2,5,1,0,0,0.791,0.0166,31776
325,5,-14.502,0,3,3,1,0,0,0.79,0.0165,31816
326,14,-10.326,0,2,3,1,0,0,0.79,0.0165,31928
327,18,-14.777,0,3,11,1,0,0,0.789,0.0165,32072
328,7,-13.056,0,3,4,1,0,0,0.789,0.0165,32128
329,10,-13.977,0,2,3,1,0,0,0.788,0.0165,32208
330,9,-15.033,0,2,6,1,0,0,0.787,0.0165,32280
331,6,-12.961,0,2,2,1,0,0,0.787,0.0165,32328
332,9,-12.859,0,5,5,1,0,0,0.786,0.0165,32400
333,5,-14.241,0,4,1,1,0,0,0.785,0.0165,32440
334,5,-14.271,0,4,2,1,0,0,0.785,0.0164,32480
335,22,-14.463,0,2,7,1,0,0,0.784,0.0164,32656
336,7,-13.852,0,3,4,1,0,0,0.783,0.0164,32712
337,15,-13.676,0,2,7,1,0,0,0.783,0.0164,32832
338,15,-12.906,0,8,4,1,0,0,0.782,0.0164,32952
339,6,-14.505,0,3,2,1,0,0,0.781,0.0164,33000
340,23,-14.638,0,3,9,1,0,0,0.781,0.0164,33184
341,10,-15.623,0,3,6,1,0,0,0.78,0.0164,33264
342,23,-15.091,0,7,12,1,0,0,0.779,0.0164,33448
343,6,-13.688,0,3,3,1,0,0,0.779,0.0164,33496
344,6,-13.162,0,2,4,1,0,0,0.778,0.0163,33544
345,10,-14.413,0,4,2,1,0,0,0.778,0.0163,33624
346,6,-15.439,0,2,4,1,0,0,0.777,0.0163,33672
347,25,-13.817,0,5,8,1,0,0,0.776,0.0163,33872
348,6,-14.585,0,2,3,1,0,0,0.776,0.0163,33920
349,46,-16.067,0,5,20,1,0,0,0.775,0.0163,34288
350,5,-14.242,0,4,1,1,0,0,0.774,0.0163,34328
351,12,-9.93,0,1,1,1,0,0,0.774,0.0163,34424
352,8,-13.777,0,3,2,1,0,0,0.773,0.0163,34488
353,63,-17.083,1,4,27,1,0,0,0.772,0.0162,34992
354,28,-14.848,0,3,10,1,0,0,0.772,0.0162,35216
355,20,-13.473,0,5,8,1,0,0,0.771,0.0162,35376
356,5,-14.372,0,4,2,1,0,0,0.77,0.0162,35416
357,6,-10.266,0,2,0,1,0,0,0.77,0.0162,35464
358,5,-14.494,0,4,3,1,0,0,0.769,0.0162,35504
359,27,-14.793,0,2,8,1,0,0,0.768,0.0162,35720
360,16,-15.778,0,4,6,1,0,0,0.768,0.0162,35848
361,10,-15.265,0,4,4,1,0,0,0.767,0.0162,35928
362,10,-14.276,0,4,1,1,0,0,0.767,0.0161,36008
363,12,-14.348,0,3,8,1,0,0,0.766,0.0161,36104
364,61,-16.38,0,8,29,1,0,0,0.765,0.0161,36592
365,38,-16.21,0,3,22,1,0,0,0.765,0.0161,36896
366,17,-14.548,0,6,10,1,0,0,0.764,0.0161,37032
367,35,-15.508,0,5,12,1,0,0,0.763,0.0161,37312
368,19,-11.293,0,8,2,1,0,0,0.763,0.0161,37464
369,8,-14.117,0,2,5,1,0,0,0.762,0.0161,37528
370,5,-15.294,0,2,2,1,0,0,0.761,0.0161,37568
371,7,-10.791,0,3,2,1,0,0,0.761,0.0161,37624
372,23,-10.364,0,4,10,1,0,0,0.76,0.016,37808
373,23,-15.699,0,6,14,1,0,0,0.759,0.016,37992
374,6,-12.085,0,3,2,1,0,0,0.759,0.016,38040
375,39,-14.058,0,5,9,1,0,0,0.758,0.016,38352
376,74,-15.736,0,9,29,1,0,0,0.758,0.016,38944
377,5,-14.351,0,4,3,1,0,0,0.757,0.016,38984
378,9,-12.904,0,4,4,1,0,0,0.756,0.016,39056
379,11,-13.355,0,3,6,1,0,0,0.756,0.016,39144
380,13,-13.266,0,2,4,1,0,0,0.755,0.016,39248
381,18,-13.469,0,7,8,1,0,0,0.754,0.0159,39392
382,8,-13.816,0,4,4,1,0,0,0.754,0.0159,39456
383,5,-14.142,0,4,1,1,0,0,0.753,0.0159,39496
384,18,-14.383,0,5,9,1,0,0,0.752,0.0159,39640
385,8,-14.485,0,3,2,1,0,0,0.752,0.0159,39704
386,20,-14.617,0,3,9,1,0,0,0.751,0.0159,39864
387,26,-14.728,0,6,10,1,0,0,0.75,0.0159,40072
388,16,-13.403,0,6,7,1,0,0,0.75,0.0159,40200
389,34,-14.864,0,4,11,1,0,0,0.749,0.0159,40472
390,7,-14.58,0,3,3,1,0,0,0.748,0.0159,40528
391,22,-14.358,0,3,8,1,0,0,0.748,0.0158,40704
392,13,-10.087,0,2,4,1,0,0,0.747,0.0158,40808
393,5,-12.794,0,3,2,1,0,0,0.747,0.0158,40848
394,45,-16.615,0,4,19,1,0,0,0.746,0.0158,41208
395,5,-14.601,0,2,3,1,0,0,0.745,0.0158,41248
396,21,-11.826,1,4,2,1,0,0,0.745,0.0158,41416
397,11,-14.67,0,3,3,1,0,0,0.744,0.0158,41504
398,15,-15.937,0,2,7,1,0,0,0.743,0.0158,41624
399,6,-14.456,0,3,2,1,0,0,0.743,0.0158,41672
400,9,-14.032,0,3,6,1,0,0,0.742,0.0157,41744
401,7,-13.027,0,3,3,1,0,0,0.741,0.0157,41800
402,24,-12.491,0,4,7,1,0,0,0.741,0.0157,41992
403,31,-13.558,0,6,11,1,0,0,0.74,0.0157,42240
