seed,round,task,agent_name,score,coins,kills,self_kill,steps_survived,invalid_actions,round_total_coins,round_total_kills,round_total_suicides,opponent_scores,max_opponent_score,score_margin,win,tie,loss
27150,150,4,our_agent,1,1,0,0,400,0,9,1,2,"{""rule_based_agent_0"": 11, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 1}",11,-10,0,0,1
27151,151,4,our_agent,5,0,1,0,400,0,7,1,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 1}",4,1,1,0,0
27152,152,4,our_agent,7,2,1,0,400,0,9,1,0,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 2}",3,4,1,0,0
27153,153,4,our_agent,1,1,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 3}",4,-3,0,0,1
27154,154,4,our_agent,4,4,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 1}",3,1,1,0,0
27155,155,4,our_agent,12,2,2,0,259,0,9,3,1,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 2}",5,7,1,0,0
27156,156,4,our_agent,7,7,0,0,301,0,9,2,1,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 6, ""rule_based_agent_2"": 0}",6,1,1,0,0
27157,157,4,our_agent,1,1,0,1,333,3,9,0,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 1}",4,-3,0,0,1
27158,158,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 4}",4,-2,0,0,1
27159,159,4,our_agent,12,2,2,0,400,0,9,2,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 3}",3,9,1,0,0
27160,160,4,our_agent,6,1,1,0,400,0,9,1,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 4}",4,2,1,0,0
27161,161,4,our_agent,3,3,0,0,110,0,9,2,1,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 10, ""rule_based_agent_2"": 0}",10,-7,0,0,1
27162,162,4,our_agent,3,3,0,0,400,1,9,0,2,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 1}",4,-1,0,0,1
27163,163,4,our_agent,2,2,0,0,400,1,7,0,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 0}",3,-1,0,0,1
27164,164,4,our_agent,11,6,1,0,347,1,9,1,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 2}",2,9,1,0,0
27165,165,4,our_agent,3,3,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 8, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",8,-5,0,0,1
27166,166,4,our_agent,1,1,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 4}",4,-3,0,0,1
27167,167,4,our_agent,0,0,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 3}",4,-4,0,0,1
27168,168,4,our_agent,1,1,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 5}",5,-4,0,0,1
27169,169,4,our_agent,2,2,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 10, ""rule_based_agent_2"": 2}",10,-8,0,0,1
27170,170,4,our_agent,1,1,0,0,400,1,9,1,1,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 4}",7,-6,0,0,1
27171,171,4,our_agent,3,3,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 6}",6,-3,0,0,1
27172,172,4,our_agent,4,4,0,0,159,0,9,3,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 11, ""rule_based_agent_2"": 6}",11,-7,0,0,1
27173,173,4,our_agent,8,3,1,0,400,3,9,2,0,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 3}",6,2,1,0,0
27174,174,4,our_agent,1,1,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 5}",5,-4,0,0,1
27175,175,4,our_agent,7,2,1,0,216,1,9,2,1,"{""rule_based_agent_0"": 8, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 3}",8,-1,0,0,1
27176,176,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",3,0,0,1,0
27177,177,4,our_agent,4,4,0,0,271,0,9,2,3,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 7}",7,-3,0,0,1
27178,178,4,our_agent,3,3,0,0,400,0,9,0,0,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 3}",3,0,0,1,0
27179,179,4,our_agent,2,2,0,0,165,0,9,1,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 9, ""rule_based_agent_2"": 1}",9,-7,0,0,1
27180,180,4,our_agent,9,4,1,0,273,0,9,1,3,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",2,7,1,0,0
27181,181,4,our_agent,3,3,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 0}",4,-1,0,0,1
27182,182,4,our_agent,1,1,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 7, ""rule_based_agent_2"": 4}",7,-6,0,0,1
27183,183,4,our_agent,3,3,0,1,116,1,9,1,2,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",7,-4,0,0,1
27184,184,4,our_agent,5,5,0,0,400,1,9,1,1,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 0}",6,-1,0,0,1
27185,185,4,our_agent,5,5,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 8, ""rule_based_agent_2"": 0}",8,-3,0,0,1
27186,186,4,our_agent,9,4,1,0,400,0,9,1,0,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 4}",4,5,1,0,0
27187,187,4,our_agent,1,1,0,0,50,0,8,1,1,"{""rule_based_agent_0"": 10, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 0}",10,-9,0,0,1
27188,188,4,our_agent,2,2,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 4}",4,-2,0,0,1
27189,189,4,our_agent,3,3,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 1}",5,-2,0,0,1
27190,190,4,our_agent,0,0,0,0,111,0,7,2,1,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 7}",7,-7,0,0,1
27191,191,4,our_agent,2,2,0,0,400,0,8,1,1,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 3}",7,-5,0,0,1
27192,192,4,our_agent,3,3,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 4}",4,-1,0,0,1
27193,193,4,our_agent,0,0,0,0,400,1,9,0,2,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 3}",5,-5,0,0,1
27194,194,4,our_agent,5,5,0,0,400,1,9,0,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",2,3,1,0,0
27195,195,4,our_agent,3,3,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 6, ""rule_based_agent_2"": 4}",6,-3,0,0,1
27196,196,4,our_agent,4,4,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 5}",5,-1,0,0,1
27197,197,4,our_agent,5,0,1,0,400,0,8,1,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 5}",5,0,0,1,0
27198,198,4,our_agent,1,1,0,0,93,0,9,2,1,"{""rule_based_agent_0"": 8, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 7}",8,-7,0,0,1
27199,199,4,our_agent,2,2,0,1,129,1,9,0,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 2}",3,-1,0,0,1
27200,200,4,our_agent,2,2,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 7, ""rule_based_agent_2"": 3}",7,-5,0,0,1
27201,201,4,our_agent,3,3,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 2}",4,-1,0,0,1
27202,202,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 3}",3,-1,0,0,1
27203,203,4,our_agent,4,4,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",2,2,1,0,0
27204,204,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 2}",4,-2,0,0,1
27205,205,4,our_agent,4,4,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",2,2,1,0,0
27206,206,4,our_agent,4,4,0,1,214,1,9,0,3,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",2,2,1,0,0
27207,207,4,our_agent,2,2,0,0,400,1,9,2,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 9, ""rule_based_agent_2"": 7}",9,-7,0,0,1
27208,208,4,our_agent,1,1,0,0,56,0,9,1,2,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 8}",8,-7,0,0,1
27209,209,4,our_agent,3,3,0,0,276,0,9,1,3,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 7}",7,-4,0,0,1
27210,210,4,our_agent,1,1,0,0,102,0,9,2,2,"{""rule_based_agent_0"": 9, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 8}",9,-8,0,0,1
27211,211,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",2,1,1,0,0
27212,212,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 2}",3,-1,0,0,1
27213,213,4,our_agent,2,2,0,1,177,1,9,1,3,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 8, ""rule_based_agent_2"": 3}",8,-6,0,0,1
27214,214,4,our_agent,3,3,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 3}",7,-4,0,0,1
27215,215,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 2}",3,-1,0,0,1
27216,216,4,our_agent,3,3,0,0,400,0,9,1,2,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 4}",5,-2,0,0,1
27217,217,4,our_agent,5,0,1,0,400,2,9,1,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 3}",4,1,1,0,0
27218,218,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",2,1,1,0,0
27219,219,4,our_agent,2,2,0,1,116,1,9,0,3,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 1}",3,-1,0,0,1
27220,220,4,our_agent,3,3,0,0,190,0,9,1,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 7, ""rule_based_agent_2"": 2}",7,-4,0,0,1
27221,221,4,our_agent,2,2,0,0,400,2,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 5}",5,-3,0,0,1
27222,222,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 3}",3,-1,0,0,1
27223,223,4,our_agent,1,1,0,0,179,0,9,2,2,"{""rule_based_agent_0"": 9, ""rule_based_agent_1"": 8, ""rule_based_agent_2"": 1}",9,-8,0,0,1
27224,224,4,our_agent,1,1,0,0,71,0,9,1,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 10}",10,-9,0,0,1
27225,225,4,our_agent,0,0,0,0,400,1,9,1,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 8}",8,-8,0,0,1
27226,226,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 1}",4,-1,0,0,1
27227,227,4,our_agent,3,3,0,0,156,1,9,1,2,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 8, ""rule_based_agent_2"": 3}",8,-5,0,0,1
27228,228,4,our_agent,3,3,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 1}",7,-4,0,0,1
27229,229,4,our_agent,4,4,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",2,2,1,0,0
27230,230,4,our_agent,2,2,0,0,101,0,9,2,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 14}",14,-12,0,0,1
27231,231,4,our_agent,2,2,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 5}",5,-3,0,0,1
27232,232,4,our_agent,1,1,0,1,61,1,9,0,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 4}",4,-3,0,0,1
27233,233,4,our_agent,1,1,0,0,400,0,9,1,0,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 9, ""rule_based_agent_2"": 1}",9,-8,0,0,1
27234,234,4,our_agent,4,4,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 1}",3,1,1,0,0
27235,235,4,our_agent,1,1,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 3}",3,-2,0,0,1
27236,236,4,our_agent,2,2,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",4,-2,0,0,1
27237,237,4,our_agent,10,5,1,0,140,1,9,2,1,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 7}",7,3,1,0,0
27238,238,4,our_agent,1,1,0,1,102,0,9,1,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 8}",8,-7,0,0,1
27239,239,4,our_agent,4,4,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 3}",3,1,1,0,0
27240,240,4,our_agent,3,3,0,0,65,0,9,2,2,"{""rule_based_agent_0"": 6, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 6}",6,-3,0,0,1
27241,241,4,our_agent,6,1,1,0,400,2,9,1,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 3}",3,3,1,0,0
27242,242,4,our_agent,7,2,1,0,400,0,9,1,0,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",4,3,1,0,0
27243,243,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",3,0,0,1,0
27244,244,4,our_agent,2,2,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 8, ""rule_based_agent_2"": 2}",8,-6,0,0,1
27245,245,4,our_agent,2,2,0,0,400,0,9,0,0,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 3}",3,-1,0,0,1
27246,246,4,our_agent,0,0,0,0,117,1,9,1,1,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 9, ""rule_based_agent_2"": 1}",9,-9,0,0,1
27247,247,4,our_agent,2,2,0,1,224,1,9,1,3,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 8, ""rule_based_agent_2"": 0}",8,-6,0,0,1
27248,248,4,our_agent,2,2,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 6}",6,-4,0,0,1
27249,249,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",4,-2,0,0,1
27250,250,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 4}",4,-1,0,0,1
27251,251,4,our_agent,0,0,0,0,61,0,9,1,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 9, ""rule_based_agent_2"": 3}",9,-9,0,0,1
27252,252,4,our_agent,2,2,0,0,400,0,9,2,1,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 7, ""rule_based_agent_2"": 6}",7,-5,0,0,1
27253,253,4,our_agent,2,2,0,0,400,0,9,1,0,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 3}",5,-3,0,0,1
27254,254,4,our_agent,1,1,0,0,203,1,9,3,1,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 14, ""rule_based_agent_2"": 4}",14,-13,0,0,1
27255,255,4,our_agent,2,2,0,0,400,1,9,0,2,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",4,-2,0,0,1
27256,256,4,our_agent,1,1,0,1,98,1,9,0,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 2}",5,-4,0,0,1
27257,257,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 2}",4,-2,0,0,1
27258,258,4,our_agent,3,3,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 4}",4,-1,0,0,1
27259,259,4,our_agent,8,3,1,0,400,0,9,1,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",3,5,1,0,0
27260,260,4,our_agent,1,1,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 4}",4,-3,0,0,1
27261,261,4,our_agent,2,2,0,0,400,0,9,1,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 8, ""rule_based_agent_2"": 1}",8,-6,0,0,1
27262,262,4,our_agent,1,1,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 9, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 3}",9,-8,0,0,1
27263,263,4,our_agent,1,1,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 3}",3,-2,0,0,1
27264,264,4,our_agent,1,1,0,0,176,3,9,1,2,"{""rule_based_agent_0"": 9, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 0}",9,-8,0,0,1
27265,265,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 2}",3,-1,0,0,1
27266,266,4,our_agent,4,4,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",2,2,1,0,0
27267,267,4,our_agent,4,4,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",2,2,1,0,0
27268,268,4,our_agent,1,1,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 1}",4,-3,0,0,1
27269,269,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 2}",3,-1,0,0,1
27270,270,4,our_agent,5,0,1,0,400,1,9,1,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 4}",4,1,1,0,0
27271,271,4,our_agent,4,4,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",2,2,1,0,0
27272,272,4,our_agent,2,2,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 1}",5,-3,0,0,1
27273,273,4,our_agent,4,4,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 0}",3,1,1,0,0
27274,274,4,our_agent,2,2,0,0,400,1,8,0,2,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",3,-1,0,0,1
27275,275,4,our_agent,2,2,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",3,-1,0,0,1
27276,276,4,our_agent,0,0,0,0,400,3,8,0,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 3}",3,-3,0,0,1
27277,277,4,our_agent,2,2,0,0,400,1,9,1,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 8, ""rule_based_agent_2"": 1}",8,-6,0,0,1
27278,278,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",4,-2,0,0,1
27279,279,4,our_agent,2,2,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 3}",3,-1,0,0,1
27280,280,4,our_agent,3,3,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",3,0,0,1,0
27281,281,4,our_agent,13,3,2,0,400,0,9,2,0,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 2}",2,11,1,0,0
27282,282,4,our_agent,3,3,0,0,400,0,9,1,2,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 10}",10,-7,0,0,1
27283,283,4,our_agent,2,2,0,0,400,0,9,1,1,"{""rule_based_agent_0"": 4, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 7}",7,-5,0,0,1
27284,284,4,our_agent,6,6,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 1}",1,5,1,0,0
27285,285,4,our_agent,7,2,1,1,147,1,9,1,2,"{""rule_based_agent_0"": 0, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 5}",5,2,1,0,0
27286,286,4,our_agent,3,3,0,0,400,1,9,0,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 3}",3,0,0,1,0
27287,287,4,our_agent,5,0,1,0,400,0,8,1,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 0, ""rule_based_agent_2"": 7}",7,-2,0,0,1
27288,288,4,our_agent,2,2,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 4}",4,-2,0,0,1
27289,289,4,our_agent,2,2,0,0,101,0,9,2,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 13}",13,-11,0,0,1
27290,290,4,our_agent,3,3,0,0,400,1,9,0,1,"{""rule_based_agent_0"": 3, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 1}",3,0,0,1,0
27291,291,4,our_agent,4,4,0,0,400,0,9,0,1,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 1, ""rule_based_agent_2"": 2}",2,2,1,0,0
27292,292,4,our_agent,8,3,1,0,173,1,9,2,0,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 2, ""rule_based_agent_2"": 7}",7,1,1,0,0
27293,293,4,our_agent,1,1,0,0,400,1,9,0,2,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 4, ""rule_based_agent_2"": 2}",4,-3,0,0,1
27294,294,4,our_agent,3,3,0,0,400,0,9,0,2,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 5, ""rule_based_agent_2"": 0}",5,-2,0,0,1
27295,295,4,our_agent,5,5,0,0,400,0,9,1,0,"{""rule_based_agent_0"": 1, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 5}",5,0,0,1,0
27296,296,4,our_agent,1,1,0,0,400,0,9,2,0,"{""rule_based_agent_0"": 2, ""rule_based_agent_1"": 9, ""rule_based_agent_2"": 7}",9,-8,0,0,1
27297,297,4,our_agent,0,0,0,0,400,0,9,1,0,"{""rule_based_agent_0"": 8, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 3}",8,-8,0,0,1
27298,298,4,our_agent,1,1,0,0,80,0,9,2,2,"{""rule_based_agent_0"": 7, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 8}",8,-7,0,0,1
27299,299,4,our_agent,2,2,0,0,400,0,9,1,2,"{""rule_based_agent_0"": 5, ""rule_based_agent_1"": 3, ""rule_based_agent_2"": 4}",5,-3,0,0,1
